,word,word length,nr_phon,aoa,OSC_m,OSC_h,PSC_m,PSC_h,conc,val,freq_subtlex,old20,morph
7547,symbolic,8,9,10.37,0.536889478022711,0.1805156344674553,0.536889478022711,0.08094096973830767,2.11,6.48,1.55,55.0,1
7548,symbolism,9,11,10.74,0.12826629626583202,0.24330929922788713,0.06555210161788855,0.09800283188498941,1.41,6.62,0.73,60.0,1
7549,symbolize,9,9,9.76,0.5968185166477222,0.3832724128892064,0.5957735776248697,0.20503087498333034,2.4,5.75,0.41,57.0,1
7550,symphonic,9,9,13.47,0.07980899063347853,0.09846993209020172,0.07245547211597728,0.04747437506902319,2.83,6.45,0.43,71.0,1
7551,symphony,8,8,8.33,0.08198647923610741,0.050189291497036,0.610704986155843,0.04093276395387205,4.21,7.15,3.55,66.0,1
7552,symposium,9,10,14.82,0.014248332056032941,0.011119192260904796,0.03528626410991197,0.007996406175661386,3.58,4.86,0.69,77.0,0
7553,symptom,7,8,8.68,0.6298580059966402,0.08294999962668569,0.6433029643857723,0.12233814082489292,3.19,3.33,1.88,64.0,0
7554,synagogue,9,8,11.73,0.62373361902064,0.05644664149593084,0.62373361902064,0.08491041909252872,4.54,4.85,0.96,77.0,0
7555,sync,4,5,13.22,0.3323845745897506,0.06167924692439142,0.1160633942341642,0.08632797870661642,2.38,6.21,3.29,37.0,0
7556,syndrome,8,8,11.72,0.5250192596755371,0.14336803323585962,0.5250192596755371,0.053894227870622834,2.48,4.33,6.27,73.0,0
7557,synthetic,9,9,10.68,0.4825356071751835,0.09979639016057379,0.3773943249121602,0.055720684846573054,3.0,4.76,2.51,66.0,1
7558,syphilis,8,8,14.67,0.329016885990305,0.03956377685988191,0.11004777014778544,0.05854434296091724,3.93,2.17,1.92,72.0,0
7559,syrup,5,6,5.42,0.4896644808785984,0.1042649988549424,0.4896644808785984,0.25657817169452946,4.76,6.44,5.1,37.0,0
7560,system,6,7,9.9,0.585890741524071,0.14671005549497668,0.6493933854366047,0.07525372270474183,2.94,5.5,91.51,53.0,0
7561,tab,3,4,9.33,0.14456468339935888,0.08979259154705117,0.14586375825662914,0.13129896133875837,4.14,5.09,5.76,20.0,0
7562,tabernacle,10,9,10.5,0.21585833277728425,0.014360348189554659,0.009666132794949555,0.017628550989264132,4.04,5.65,0.71,87.0,0
7563,table,5,5,4.39,0.2100900279389293,0.1307344400539331,0.6301720822005766,0.142202336573882,4.9,5.49,105.63,30.0,0
7564,tablet,6,7,6.83,0.6503852199308104,0.04829514159589007,0.7094418637108999,0.062256489452280614,4.82,6.21,1.49,37.0,0
7565,tabloid,7,7,10.95,0.6955013807007322,0.03821185554516683,0.6955013807007322,0.03824045616213534,4.07,4.84,1.1,58.0,0
7566,taboo,5,5,12.26,0.6029743349366731,0.06151236930286896,0.6029743349366731,0.10078145574454425,1.67,4.53,1.22,37.0,0
7567,tack,4,4,6.63,0.041892222481805304,0.13614849951205116,0.04485629712806274,0.13369494650952857,4.5,4.42,2.12,20.0,0
7568,tackle,6,5,9.3,0.5380760837077881,0.3237567977938912,0.5460467628972546,0.16012635212274512,4.28,5.38,4.29,35.0,0
7569,tacky,5,5,9.26,0.06284066499637453,0.22796088027028463,0.07570487333147281,0.14507160337942332,2.58,3.68,2.63,33.0,1
7570,tact,4,5,10.42,0.10777898511809379,0.08819852942842514,0.10026060766669377,0.08301642742706566,1.76,5.71,1.1,26.0,0
7571,tactful,7,8,10.16,0.452405641106689,0.0868885778871102,0.452405641106689,0.0674127779413476,2.21,6.18,0.57,54.0,1
7572,tactic,6,7,11.0,0.4486887255164823,0.07344906210318203,0.45221592773373986,0.06335057982412383,2.1,5.7,1.55,41.0,0
7573,tactical,8,8,11.75,0.4821955970100356,0.14677041467950536,0.04570271542068568,0.16291309750692473,2.08,5.05,5.51,54.0,1
7574,tadpole,7,7,6.37,0.5382949070521076,0.04496685619298786,0.5382949070521076,0.055089059952536865,4.86,6.0,0.59,57.0,0
7575,taffy,5,5,7.44,0.135712125354904,0.08544857559279476,0.05632889942332013,0.15731779119247033,4.79,5.95,2.39,37.0,0
7576,tag,3,4,5.0,0.08686807210635457,0.11410201389993561,0.42603199987235,0.16922983793128865,4.25,4.79,13.88,20.0,0
7577,tail,4,4,3.7,0.12181418595815628,0.14506022107432945,0.26380537832054135,0.1603653570588599,4.96,5.3,23.9,20.0,0
7578,tailor,6,6,9.83,0.5714496715611433,0.08636756171624507,0.045228670609493836,0.1456646954076481,4.67,5.29,4.18,37.0,0
7579,taint,5,5,9.84,0.19324467644644283,0.16412044679160612,0.3976667913650833,0.1613170991892362,2.19,3.77,0.78,31.0,0
7580,take,4,4,4.37,0.480096426435153,0.24937337301285623,0.6744931106355595,0.24129269541451678,3.06,4.82,1891.04,20.0,0
7581,tale,4,4,6.32,0.14532379456136627,0.12022925245503842,0.3010047402774646,0.13057673734911746,3.23,5.95,12.0,20.0,0
7582,talent,6,7,7.0,0.6074798968643902,0.0772045268921396,0.6128735670223273,0.08418749295326618,2.19,6.3,26.12,39.0,0
7583,talented,8,9,8.25,0.46734638926977073,0.10851508463319508,0.09368812952515895,0.04278133016552343,2.04,7.95,11.39,49.0,0
7584,talisman,8,9,12.67,0.45802704338390615,0.043299674751283955,0.45802704338390615,0.06592769738389273,4.15,5.68,1.45,57.0,0
7585,talk,4,4,3.68,0.6792386458591864,0.20265432553019297,0.6900015749296252,0.19934445711539972,4.07,6.64,855.0,25.0,0
7586,talker,6,6,5.74,0.14673654238720557,0.11391497753073698,0.09840484398929186,0.10913935935932181,4.39,4.55,1.78,32.0,1
7587,tall,4,4,4.95,0.14080547938684648,0.1455295045857476,0.6045489751225087,0.14564471883677563,3.36,6.71,32.33,20.0,0
7588,tally,5,5,10.16,0.04570715893466086,0.10298430003703768,0.10265774956721721,0.11192131118517745,3.07,4.74,3.49,28.0,0
7589,talon,5,6,10.53,0.3412506592746337,0.06148996959493658,0.048910735135244444,0.04798044499524668,4.8,5.06,1.1,38.0,0
7590,tambourine,10,10,6.53,0.5531310299865845,0.05503645079081197,0.5531310299865845,0.18193458998945938,4.86,6.1,0.88,76.0,0
7591,tame,4,4,7.58,0.1894184946947178,0.1096899849626567,0.39578562039888465,0.11869921425265323,2.04,6.14,2.73,20.0,0
7592,tampon,6,7,12.11,0.5418150821719994,0.061595813203381006,0.6540494342396934,0.12717366881330464,4.86,3.1,0.67,38.0,0
7593,tang,4,4,9.11,0.09494764601321241,0.29065902869907034,0.14518208546583997,0.2636549693823746,4.42,4.62,2.24,20.0,0
7594,tangerine,9,10,8.15,0.32390449792968534,0.04101107929027823,0.32390449792968534,0.11922141159080704,4.81,6.81,0.75,56.0,0
7595,tangible,8,8,11.61,0.5011402489513054,0.08588394512305704,0.5187068613346099,0.08344253017209217,2.77,5.63,1.1,55.0,0
7596,tangle,6,6,6.32,0.4873060672555373,0.24732232865634277,0.5173443522279279,0.2298733135965543,3.96,3.95,1.04,31.0,0
7597,tango,5,6,10.67,0.3602066205740068,0.23321582238882324,0.3602066205740068,0.08213856628069913,4.1,5.47,5.37,34.0,0
7598,tank,4,5,7.17,0.5764687558484966,0.1565911482129415,0.6466188057832909,0.19231334351022275,4.8,4.71,25.61,20.0,0
7599,tanker,6,7,9.05,0.4718690003537636,0.11415967597769441,0.04274659746799956,0.1424510282838442,4.68,4.74,1.96,27.0,1
7600,tantrum,7,8,6.65,0.6030566746958311,0.14562097850000977,0.6030566746958311,0.04609768526893491,3.37,3.15,0.88,54.0,0
7601,tap,3,4,5.84,0.1664719533678139,0.10599984273065027,0.4714751991352279,0.1568812977122594,4.29,5.33,14.75,20.0,0
7602,tape,4,4,4.42,0.5942758142814982,0.14724213279731507,0.6195016533497272,0.1816384011801904,4.9,5.5,68.84,20.0,0
7603,tapestry,8,9,10.95,0.1677515995442083,0.035626198799736636,0.5552320533300762,0.058332388361965325,4.52,5.65,0.71,61.0,0
7604,tapioca,7,9,9.16,0.2762281620711718,0.04910529361852585,0.18098993977294398,0.04071765401700504,4.64,5.48,0.61,63.0,0
7605,taps,4,5,8.9,0.18498254194812797,0.11668171501202212,0.06739860955047698,0.1411517401789362,3.75,4.79,2.55,20.0,0
7606,tar,3,4,7.22,0.08389208054294699,0.08554546426754447,0.05753022297449319,0.10372099305747037,4.78,3.9,3.14,20.0,0
7607,tarantula,9,11,7.76,0.656477787230004,0.053927789706351204,0.656477787230004,0.06499701551069056,4.83,3.37,0.9,74.0,0
7608,tardy,5,5,7.32,0.1152524997246494,0.06403277361131922,0.18520172858827455,0.1365164050557716,2.31,3.47,1.14,36.0,1
7609,target,6,6,7.58,0.5589784632119044,0.06901916884984641,0.6336316326681606,0.06471463744433183,4.11,5.24,37.96,39.0,0
7610,tarmac,6,6,13.35,0.040658068052351934,0.030096886786060137,0.13484569614299483,0.042663030875357166,4.8,4.76,0.43,48.0,0
7611,tarot,5,5,11.94,0.04930066981164015,0.04267554873412629,0.07949523344783095,0.0638608676220192,3.4,3.9,1.2,37.0,0
7612,tart,4,4,8.26,0.11254899355205757,0.1215784501161292,0.24139899590495012,0.12196578577708261,3.27,5.43,2.39,20.0,0
7613,tartar,6,6,9.94,0.3102370338609716,0.1007595703004936,0.10004925818555625,0.11445322248123185,4.4,4.52,1.49,36.0,0
7614,task,4,5,7.89,0.44553835018898585,0.11280835717653535,0.5326938271356406,0.19570102324711533,2.84,6.05,12.73,27.0,0
7615,tassel,6,5,9.35,0.5914374487868783,0.0823819721032244,0.5914374487868783,0.1534634684331259,4.73,4.95,0.53,37.0,0
7616,taste,5,5,4.26,0.5995989882675106,0.2971903442053717,0.5704574084462763,0.2128788104737051,4.07,6.63,51.31,29.0,0
7617,tasteful,8,7,9.06,0.2896239649356492,0.10606316921989326,0.02645130477272822,0.08557951762674369,2.21,6.89,1.35,51.0,1
7618,tasteless,9,8,9.53,0.4557747137867029,0.08362377137772152,0.4557747137867029,0.11256707359979298,2.54,3.25,0.88,54.0,1
7619,tattoo,6,5,7.79,0.6151704328117954,0.182951754016322,0.6151704328117954,0.165911173066071,4.71,4.45,11.96,46.0,0
7620,taunt,5,5,8.06,0.40112980493004524,0.18727094341349768,0.40112980493004524,0.1558734643537334,2.93,3.4,0.63,32.0,0
7621,tavern,6,6,8.84,0.45815812273134515,0.07690236754283458,0.4957464466261857,0.06941213436826522,4.78,5.55,3.1,37.0,0
7622,tawdry,6,6,13.93,0.14461504423442118,0.09288663041547018,0.13469220606613563,0.08429865487823703,1.96,3.9,0.59,55.0,0
7623,tax,3,5,8.94,0.27492570429808205,0.051826622882484706,0.201698641592897,0.06080847618890441,3.89,3.0,14.55,20.0,0
7624,taxi,4,6,7.58,0.4552924331406185,0.23957284750218397,0.21675936219689032,0.19259060299990893,4.93,4.79,25.84,35.0,0
7625,tea,3,3,5.47,0.15569477553940786,0.11542269410535438,0.13795443617718672,0.17579595141420157,4.69,6.56,58.63,20.0,0
7626,teach,5,4,4.67,0.5309581161871398,0.1300534550798463,0.5405562206466717,0.15133830872828802,3.15,7.06,72.84,33.0,0
7627,teacher,7,6,4.55,0.6060674624495132,0.2886088572111187,0.1971251173536887,0.15866012755431008,4.52,7.37,55.73,35.0,1
7628,teal,4,4,9.42,0.06321298514840239,0.06478122812346304,0.03733833797611596,0.06621941003008665,4.07,5.7,0.51,20.0,0
7629,team,4,4,6.0,0.35803138355067043,0.1066775791316056,0.6417837906194016,0.11175825085803817,3.79,5.91,147.61,23.0,0
7630,tearful,7,6,8.2,0.43521524921972193,0.06873175429578895,0.43521524921972193,0.13913022330430364,3.5,3.67,0.43,54.0,1
7631,tease,5,4,5.11,0.3453344258810891,0.19808119145678313,0.20766626082875395,0.17236089141385694,2.59,4.17,5.69,29.0,0
7632,tech,4,4,12.9,0.2594977141830411,0.18778290339052567,0.0969959821621108,0.09033405366805031,3.03,5.77,6.39,32.0,0
7633,technique,9,7,11.9,0.700859529862747,0.06574894500459125,0.700859529862747,0.15867145492360338,2.4,7.0,8.94,75.0,0
7634,tedious,7,7,11.78,0.3606162534668087,0.12076030163851867,0.3606162534668087,0.1083907598105198,1.97,3.62,1.43,52.0,0
7635,tee,3,3,8.21,0.07654595322595752,0.15876003745383296,0.1065909915988392,0.13974964611516244,4.59,5.4,2.16,20.0,0
7636,teens,5,5,7.84,0.0538624987238191,0.17486843482093076,0.11721838154891595,0.10613869699370986,3.69,5.58,1.94,33.0,0
7637,teensy,6,6,7.12,0.20701722053332244,0.1514313499722147,0.32858768670450683,0.1034156549294225,3.0,5.09,0.47,41.0,0
7638,teeny,5,5,5.42,0.2902826869659927,0.3770022178828989,0.11991428185947064,0.28355116577718353,3.17,5.62,2.51,35.0,0
7639,teething,8,6,8.39,0.015492509775132352,0.035647657130790066,0.03357330854973046,0.09287174832102357,3.58,3.11,0.45,46.0,0
7640,television,10,10,4.11,0.4926381293603791,0.1632126892126906,0.4926381293603791,0.03800551636038034,4.83,7.18,33.9,69.0,1
7641,tell,4,4,4.26,0.5816699667360761,0.27679162775411775,0.4833530984091979,0.25247114842150453,2.9,5.27,1724.49,20.0,0
7642,teller,6,6,9.9,0.4193614916484213,0.14753689909069906,0.08430579574090397,0.12333686442787996,4.38,5.33,2.57,30.0,1
7643,temp,4,5,11.06,0.11505990067805322,0.13147408234215213,0.12198952469223699,0.1508649441837873,2.92,4.63,3.02,30.0,0
7644,temper,6,7,6.22,0.24861998788768563,0.13592250032875572,0.10371112159824268,0.0841170457489162,2.56,3.89,11.41,33.0,0
7645,temperance,10,10,13.74,0.07482052183039531,0.039524339953035746,0.04703281654668543,0.0302745618812937,2.1,5.05,0.78,73.0,1
7646,temperature,11,10,6.17,0.7587344194284633,0.08466756293865393,0.11772703383012852,0.1724934627878787,3.71,5.58,13.76,80.0,1
7647,tempest,7,8,12.53,0.35358559239480447,0.0640650214318435,0.4359402125173954,0.09578047992989182,3.17,4.52,0.71,44.0,0
7648,template,8,8,11.44,0.10580478503509,0.10570302051146692,0.6468450670709753,0.15467234107966873,4.19,5.45,0.41,51.0,0
7649,temple,6,6,8.79,0.5217184253085173,0.0687265333198674,0.6593793251631297,0.16180908098749922,4.53,5.3,17.55,36.0,0
7650,tempo,5,6,9.67,0.07862821067332637,0.18418406289246275,0.5972447653995284,0.19138799943967852,2.81,5.59,1.69,35.0,0
7651,temporal,8,9,15.84,0.522191873119996,0.10769309152797553,0.2180743974171253,0.0769384656775821,2.12,4.57,1.35,55.0,1
7652,tempt,5,6,8.6,0.22745588914273313,0.15133220671779735,0.21532229861154567,0.1521063489814792,2.1,5.0,2.53,35.0,0
7653,tempting,8,8,9.5,0.21104756567712338,0.06623925732848777,0.21104756567712338,0.14078067012371911,1.93,6.05,3.02,49.0,0
7654,ten,3,4,3.578781,0.20434400531134203,0.14034060088351055,0.13220653347479835,0.1734045292575952,3.39,5.16,145.0,20.0,0
7655,tenant,6,7,10.33,0.1277374833419915,0.08132824259986972,0.1277374833419915,0.08204239991832539,4.55,4.57,3.04,39.0,1
7656,tend,4,5,9.79,0.19556349680704044,0.16062713833158782,0.2137842093065082,0.15439087252755943,2.0,4.8,12.27,23.0,0
7657,tender,6,7,7.11,0.16163719044616526,0.12384859937106989,0.12537936686838183,0.15101272781677638,2.58,6.47,8.88,28.0,0
7658,tenderness,10,9,8.79,0.11193161562437563,0.07196807720865094,0.052774661951836506,0.10417585399815396,2.06,6.89,2.53,66.0,1
7659,tendon,6,7,9.58,0.6796822495348753,0.08451873598377599,0.10895324334751988,0.2333585343682504,4.47,5.11,0.57,38.0,0
7660,tenement,8,9,12.69,0.701554082119246,0.05166362228347544,0.701554082119246,0.15458555477777378,3.58,4.55,0.69,55.0,0
7661,tennis,6,6,7.53,0.05343230461556125,0.05018401418251716,0.053938979895676066,0.054306308410399295,4.43,5.4,13.63,39.0,0
7662,tenor,5,6,12.56,0.5703298955473504,0.05843301295416934,0.04858228171992539,0.16950411122695846,3.04,5.48,1.55,36.0,0
7663,tense,5,5,9.35,0.2789908418020859,0.22556096711467344,0.23039599203244826,0.1120645700321476,2.35,2.75,10.24,30.0,0
7664,tent,4,5,5.16,0.06645775847969838,0.11582990603555442,0.185192833483771,0.12044703813294212,4.96,6.23,17.49,20.0,0
7665,tentative,9,9,12.0,0.45441170312705204,0.04230241544845852,0.45441170312705204,0.033470250999246394,2.03,5.1,0.49,66.0,0
7666,tenure,6,8,15.79,0.3033897238280784,0.04794366612824098,0.0654525167434508,0.024002907055750203,2.42,4.6,1.76,40.0,0
7667,tepee,5,5,5.65,0.5085393847390336,0.09102824019163148,0.5085393847390336,0.07901121263240729,4.85,6.29,0.53,38.0,0
7668,tequila,7,7,13.67,0.5221541140396047,0.0444846648212202,0.3425554054177183,0.05316367832743137,4.77,6.27,5.86,55.0,0
7669,term,4,4,8.28,0.13183933318433086,0.08207454961265431,0.15591007603725393,0.09858829152204172,2.82,5.57,17.45,29.0,0
7670,terminal,8,7,9.33,0.3879763057765792,0.13354198990974162,0.3879763057765792,0.10980258374339188,3.86,4.27,7.65,50.0,1
7671,terminate,9,8,11.21,0.43873540200042593,0.18964970743598664,0.6303544689143067,0.13045172964608223,2.29,3.05,2.75,50.0,1
7672,termite,7,6,7.94,0.5551212731417389,0.09361015453827948,0.5551212731417389,0.08592010164165306,4.7,3.08,0.75,42.0,0
7673,terrace,7,6,9.89,0.5742670774565504,0.10444417082012089,0.5742670774565504,0.03831355837203271,4.67,5.33,3.39,50.0,0
7674,terrain,7,6,10.95,0.07603969652674736,0.042245445190289756,0.020547947598495087,0.05696745263337064,4.27,5.53,2.25,46.0,0
7675,terrier,7,6,8.68,0.6303760913241929,0.16078984770703292,0.03620369391125572,0.05636618574823805,4.62,6.2,0.96,35.0,0
7676,terrify,7,7,8.05,0.3393573929164209,0.08264574254231745,0.3714015268474219,0.12590893474838888,2.71,2.84,0.49,48.0,1
7677,territory,9,9,8.94,0.1183294213866474,0.05767328829622432,0.6592039947323793,0.05369652996805038,3.41,5.3,14.67,67.0,0
7678,terror,6,6,8.79,0.5033758616171509,0.08591744162278392,0.10061003561457643,0.11371936478489036,2.43,2.75,9.0,41.0,1
7679,terrorism,9,10,12.83,0.5496426003916697,0.20845416019002758,0.06875745167350308,0.06799433217692662,2.79,1.6,4.1,56.0,1
7680,terrorist,9,9,12.76,0.7214579141174232,0.31468572528527755,0.7256108994058679,0.06271468784822241,3.64,2.35,12.1,55.0,1
7681,terrorize,9,8,9.72,0.5490693799269638,0.3446833803842364,0.5669441732881081,0.19380504345550967,2.84,2.5,0.51,53.0,1
7682,test,4,5,6.26,0.24772469388574347,0.11685005779611748,0.4075481614603524,0.12695930544607353,3.93,4.44,84.08,20.0,0
7683,testicle,8,8,11.6,0.6649432149202394,0.055969331636698656,0.6649432149202394,0.10828722681748103,4.59,4.19,1.14,55.0,0
7684,testify,7,8,10.0,0.6062434933616121,0.080169756555541,0.5790213625328814,0.1801707881899507,2.67,4.55,14.2,52.0,1
7685,testy,5,6,9.33,0.1250125046487536,0.17690052761639108,0.12740022656865432,0.11937070990274969,2.0,3.55,0.96,32.0,0
7686,tetanus,7,8,11.0,0.10871620158873604,0.025608627352884338,0.057133131260048084,0.024513342700335002,4.19,3.33,1.39,57.0,0
7687,tether,6,6,10.67,0.26574413959757953,0.06317768504637795,0.0910491461528112,0.13835239889514098,3.67,4.32,0.47,36.0,0
7688,text,4,6,7.78,0.20046337995616273,0.1423470106100309,0.2206520250739731,0.10240913526665377,4.93,6.5,5.24,31.0,0
7689,textile,7,8,9.75,0.7316798225485456,0.09648912743361757,0.7316798225485456,0.13128959513263658,4.23,4.89,0.49,48.0,0
7690,texture,7,8,9.35,0.5928379568228448,0.14528853121764235,0.08180008654702296,0.14882467989335652,3.83,5.57,1.65,46.0,0
7691,thank,5,5,3.79,0.7866653377501903,0.3101730984615136,0.7867040065016305,0.26844995379879383,3.0,7.77,1115.24,33.0,0
7692,thankful,8,8,5.5,0.2980126460280968,0.08771740146902338,0.2980126460280968,0.10095438973682515,1.69,7.76,5.37,59.0,1
7693,thankless,9,8,10.82,0.09984838085851551,0.041470054838324555,0.06593506910724875,0.050411270405881656,1.89,3.63,0.41,58.0,1
7694,thanks,6,6,3.53,0.33504355123149065,0.2864648946407273,0.33504355123149065,0.2730674630982024,2.15,7.73,623.31,34.0,0
7695,thatch,6,4,10.72,0.18648023479804646,0.06328808896549847,0.5699690465086364,0.17295367277288523,3.83,5.2,0.75,39.0,0
7696,thaw,4,3,8.11,0.37409952777162686,0.11853193945278787,0.1767579181928744,0.1486206731008188,3.8,4.95,1.59,30.0,0
7697,theft,5,5,8.11,0.6078350392721081,0.06212383869055177,0.6078350392721081,0.20308926540285288,2.93,2.6,6.75,38.0,0
7698,theme,5,4,8.5,0.5544142495415791,0.21779064443158822,0.5733361998997806,0.16224791454883178,2.72,5.43,13.92,32.0,0
7699,theology,8,8,12.72,0.022219616751681215,0.06763060964852062,0.01753843296579548,0.1551729094364651,1.93,4.95,0.71,58.0,1
7700,theory,6,5,9.37,0.04962196522003251,0.051872467561287036,0.7452761904992633,0.1689552106026278,1.47,5.65,28.61,41.0,1
7701,therapist,9,9,10.89,0.669139862543428,0.1694672602560748,0.6905974599734659,0.11213236920621414,4.52,4.43,9.51,68.0,1
7702,therapy,7,7,12.0,0.3982863052139898,0.028237347353999152,0.6514997324984932,0.12772402744151595,2.85,5.1,18.51,59.0,1
7703,thick,5,4,5.61,0.4226078273160772,0.218823066112633,0.44314183822343,0.18415632653430625,4.0,4.63,13.98,32.0,0
7704,thicket,7,6,7.89,0.11011994095197473,0.17240726421222308,0.05256266317775097,0.05811658767405713,4.26,4.33,0.47,35.0,0
7705,thickness,9,7,6.42,0.06539916546208481,0.10835526968814524,0.1191441009712505,0.08668651453382764,3.37,5.19,0.51,55.0,1
7706,thief,5,4,7.22,0.23689513906528561,0.1091894463119117,0.2660513504136668,0.20896881672805578,4.37,2.32,24.27,39.0,0
7707,thigh,5,3,6.42,0.567329967415456,0.0801489264397542,0.5160167595830946,0.15305496051988315,4.9,5.22,3.75,38.0,0
7708,thin,4,4,6.47,0.23948239301660848,0.16460593277775526,0.4192446418853227,0.15758400639328196,3.83,5.47,20.18,25.0,0
7709,thing,5,4,4.58,0.5694219105234231,0.272071656130487,0.635336728855256,0.2335279849838231,3.17,5.55,1088.67,28.0,0
7710,think,5,5,4.75,0.6606782484042316,0.37372216303130434,0.66306113718504,0.3005273089620752,2.41,6.68,2691.39,30.0,0
7711,thinker,7,7,7.61,0.541975281593169,0.052605869559992795,0.13847047505033597,0.18488099391093038,2.54,7.26,1.18,36.0,1
7712,third,5,4,4.580539,0.21553208273213553,0.061655753513883534,0.3040833320429604,0.11857420303277981,3.44,5.0,74.53,38.0,0
7713,thirst,6,5,6.06,0.4833122895484433,0.10114405509458796,0.503290242173248,0.19175847726990602,3.04,4.14,3.73,37.0,0
7714,thirsty,7,6,3.89,0.22333342867011197,0.20392385654842551,0.4120961616897898,0.3946498118234055,3.86,4.48,12.29,49.0,1
7715,thistle,7,5,10.59,0.4800181082128796,0.07794468749088888,0.4800181082128796,0.03822976692745663,4.45,4.95,0.45,41.0,0
7716,thong,5,4,12.41,0.426465021749534,0.25645925060050667,0.5116783963027824,0.22113208380906324,4.93,5.48,2.1,35.0,0
7717,thorn,5,4,5.965949000000001,0.3542161631069332,0.22164389218410033,0.43046243544071267,0.13988711034925738,5.0,3.62,5.1,34.0,0
7718,thorny,6,5,7.56,0.08379384001083622,0.0784889223121138,0.056727289721131516,0.18556884108614846,4.26,3.1,0.71,37.0,1
7719,thorough,8,5,8.89,0.34624675815643546,0.1285910815298525,0.34624675815643546,0.04778022334308293,1.66,6.15,4.71,55.0,0
7720,thought,7,4,5.891350000000001,0.32007021555342535,0.16406304580919245,0.3219189678880104,0.22592356995432414,1.97,6.76,808.47,37.0,0
7721,thoughtful,10,7,9.0,0.4260960205250595,0.06768549103261659,0.4260960205250595,0.10991442655801208,1.96,7.26,7.8,76.0,1
7722,thoughtless,11,7,9.56,0.4432295185830784,0.0512256164404942,0.4432295185830784,0.10141507188172011,1.68,4.05,1.39,76.0,1
7723,thousand,8,6,6.6,0.5219115234625897,0.10025713372068296,0.5231306163597969,0.11575294107402243,3.08,6.44,69.29,66.0,0
7724,thrash,6,5,8.72,0.3797531367763143,0.06933192085497387,0.3966723029311251,0.14391275094520495,3.59,3.48,0.53,42.0,0
7725,thread,6,5,7.06,0.5457642865019287,0.08367759995340654,0.6803222730406834,0.16477631400318823,4.83,5.5,5.16,36.0,0
7726,threat,6,5,7.14,0.47590324579952303,0.07732072673664099,0.5006085358751358,0.21920443312539875,2.52,2.63,20.76,36.0,0
7727,threaten,8,6,8.95,0.6599675553710779,0.20616901690338174,0.6915701319512527,0.15365905056631562,2.63,2.6,8.53,51.0,1
7728,three,5,4,3.6853510000000003,0.24503527059640526,0.08239055868428807,0.24576750335290465,0.20538363658157024,3.62,5.43,542.24,36.0,0
7729,threesome,9,7,12.58,0.4066174552741833,0.08438194321601446,0.4066174552741833,0.05186414307278174,3.52,5.89,2.12,68.0,1
7730,threshold,9,9,11.9,0.061191210038020465,0.032167085117356053,0.059966249625189004,0.01789087389909383,3.48,5.53,2.76,71.0,0
7731,thrift,6,6,10.47,0.28606215889544034,0.054387285953453296,0.2877594286247193,0.03495139961950843,2.36,5.72,0.43,41.0,0
7732,thrill,6,5,8.37,0.3201892150999554,0.10007764677225375,0.3201892150999554,0.16912226503936775,2.46,7.37,8.41,36.0,0
7733,thriller,8,7,8.25,0.666827211458267,0.18240844361906888,0.10400279339702824,0.09108796440269104,2.21,5.75,1.35,49.0,1
7734,thrilling,9,7,8.47,0.5018275743916099,0.08931563110759579,0.5018275743916099,0.08238230228784657,2.07,7.19,3.33,48.0,0
7735,thrive,6,5,9.35,0.5279658060999857,0.07921218499890977,0.49515692510975484,0.23985421314705194,2.21,6.79,1.75,37.0,0
7736,thriving,8,7,9.95,0.1066214983726375,0.054954184305879394,0.02118784588717077,0.05255660737605245,2.1,5.9,1.22,54.0,0
7737,throat,6,5,5.09,0.4651859427060528,0.09981772168378815,0.5823236915315152,0.1739044659122097,4.97,4.76,36.02,37.0,0
7738,throbbing,9,7,9.42,0.08121976185289331,0.05970069926725727,0.11564247814015012,0.09201880154148935,3.63,3.68,1.18,58.0,0
7739,throne,6,5,7.28,0.5106642680064949,0.08717838852686668,0.46819507664383536,0.14979979274130303,4.64,5.45,8.65,37.0,0
7740,throttle,8,6,10.61,0.48136192448200443,0.07732325399679835,0.45255024445150477,0.08763549507920014,4.24,5.55,2.33,56.0,0
7741,throw,5,4,4.14,0.686410797161479,0.34507062971169083,0.4340255573189643,0.24258179628455778,4.04,5.55,128.82,33.0,0
7742,thrower,7,6,8.65,0.3945265805646547,0.13068909347005703,0.044425790518973,0.06630203786645827,3.46,4.57,0.47,47.0,1
7743,thrust,6,6,9.72,0.3803781117223387,0.08481141909632524,0.3803781117223387,0.20952861418205831,3.29,5.75,3.86,37.0,0
7744,thud,4,4,8.06,0.5143890026055004,0.08980498637521457,0.5143890026055004,0.2064159483111835,3.2,4.24,1.94,36.0,0
7745,thug,4,4,10.56,0.46368754295420067,0.19957045298311563,0.48867301776546684,0.19105748884665466,4.3,2.52,3.49,33.0,0
7746,thumb,5,4,4.42,0.3903461864238903,0.08579741200847822,0.31276491867997797,0.18415569043244082,4.96,5.62,11.82,38.0,0
7747,thump,5,5,7.63,0.3552015481670536,0.26130359414608273,0.4976390749300819,0.2757172947291163,3.77,4.42,1.94,34.0,0
7748,thunder,7,7,4.89,0.3686104513723401,0.09132415726649183,0.07604791469061756,0.2883151397421472,4.34,5.74,13.31,38.0,0
7749,thyroid,7,6,13.83,0.48400881435723475,0.034478229921181665,0.07319758246218747,0.023380740245115744,4.61,4.28,0.55,59.0,0
