,word,word length,nr_phon,aoa,OSC_m,OSC_h,PSC_m,PSC_h,conc,val,freq_subtlex,old20,morph
7750,tiara,5,6,6.77,0.5305074393059583,0.060635643747933246,0.5305074393059583,0.06665988813770438,4.89,5.48,1.78,38.0,0
7751,tibia,5,5,12.12,0.6227417014906734,0.08221523853098571,0.08678179994943526,0.05300523805110771,4.48,4.41,0.63,39.0,0
7752,tic,3,4,8.06,0.05073900543403821,0.11146536030152643,0.08826666607940001,0.08813816099483154,3.77,4.24,1.51,20.0,0
7753,tick,4,4,6.05,0.17902220323904824,0.21149745095718367,0.170194450426514,0.1744821591430458,4.57,3.05,7.25,20.0,0
7754,ticker,6,6,9.94,0.15706003101175775,0.0754439984585102,0.06747746516319696,0.07276160281822606,3.93,4.43,1.08,24.0,1
7755,ticket,6,6,5.32,0.8127322002916275,0.17804236230050088,0.8127322002916275,0.17136419465028935,4.7,5.28,45.57,33.0,0
7756,tickle,6,5,4.35,0.36898159864355756,0.23526465017836914,0.44052433144812614,0.17972902823383033,3.85,6.14,4.8,27.0,0
7757,tide,4,4,6.68,0.27861324453560654,0.12423790636325815,0.2191107073818944,0.1133558976674288,4.1,6.55,7.35,23.0,0
7758,tidings,7,7,9.74,0.15615169558023062,0.03750231813903622,0.06691266340670517,0.03778785466624267,2.8,6.25,1.12,39.0,0
7759,tidy,4,5,8.53,0.5021755746053838,0.05496602074995384,0.27828861837876206,0.1351891541060905,3.03,6.24,3.71,37.0,0
7760,tie,3,3,4.74,0.18200105821614007,0.16343936981138882,0.24702300444303177,0.22028495601826872,4.81,5.33,44.43,20.0,0
7761,tier,4,4,12.22,0.05805186488995436,0.09151674502478037,0.017103285886684316,0.06208294844328296,3.67,4.95,1.06,24.0,0
7762,tiger,5,6,4.0,0.5590720357566863,0.16888893692470489,0.29104693905403745,0.2009972249200079,5.0,6.0,18.53,33.0,0
7763,tighten,7,5,6.95,0.6519865240013395,0.15247024497813855,0.6519865240013395,0.3131939228921984,3.33,5.0,2.86,36.0,1
7764,tights,6,5,7.22,0.07563684165352054,0.12376386919793717,0.09949430113636831,0.1264246847318485,4.62,5.95,2.65,33.0,0
7765,tile,4,4,6.8,0.114609597666083,0.12779437022495613,0.7307708551243368,0.09919430988689466,4.68,5.0,2.12,20.0,0
7766,tilt,4,5,8.83,0.39480593472631303,0.11562586163898086,0.5255852185890377,0.11835314540111594,4.04,4.78,2.22,23.0,0
7767,timber,6,7,6.47,0.4083349606813437,0.1762685682094056,0.05835380330406587,0.06006245770485058,4.9,4.9,2.49,35.0,0
7768,time,4,4,5.16,0.41765082632319406,0.18855817964328414,0.41957763524716896,0.1834044341976353,3.07,5.6,1958.63,24.0,0
7769,timeless,8,7,9.83,0.50696188567394,0.06558646495723496,0.50696188567394,0.0656701544344038,1.57,5.89,0.86,50.0,1
7770,timely,6,6,10.67,0.16750543302671994,0.038222686521938234,0.13165076757603608,0.0445222622132655,2.28,6.14,1.08,40.0,1
7771,times,5,5,6.7,0.4059323831596023,0.1331923993618813,0.05678354520021761,0.12011517362062966,2.07,5.91,220.02,24.0,0
7772,timid,5,6,9.85,0.312078464685011,0.0600760246730652,0.32906953332716055,0.0638150852142421,2.22,3.37,1.51,39.0,0
7773,timing,6,6,8.84,0.3876481457576188,0.17504324693061202,0.3876481457576188,0.15493213350656412,2.86,5.67,14.98,34.0,0
7774,tin,3,4,6.79,0.12377980919581587,0.16937074864652082,0.11243438156835019,0.16716625634762278,4.87,4.95,8.65,20.0,0
7775,tingle,6,6,9.0,0.4747756416424348,0.22252108426523587,0.507469000617375,0.20707534261109345,3.16,6.23,1.1,26.0,0
7776,tinker,6,7,7.61,0.20293121824870938,0.1119024191526821,0.16562485914769737,0.07695721965681249,3.19,5.95,2.22,28.0,0
7777,tinkle,6,6,5.67,0.4556920731854267,0.3476935612912703,0.47199131074695844,0.3101203278453832,3.52,5.55,0.92,32.0,0
7778,tinkling,8,8,8.47,0.13615009470743017,0.28428382795416623,0.07507668538404488,0.2552335726814475,3.77,5.33,0.75,35.0,0
7779,tinsel,6,6,6.61,0.08138579328446847,0.06344175775806041,0.16696610894983635,0.06577173249079651,4.82,5.7,0.47,40.0,0
7780,tiny,4,5,5.33,0.1662960058408705,0.1504055743222445,0.5769980666413765,0.1929755249374601,3.11,5.1,32.22,29.0,0
7781,tip,3,4,5.42,0.25504212914312346,0.15240016185385605,0.3113806132114676,0.1888798717617881,4.5,6.77,27.63,20.0,0
7782,tipsy,5,6,12.67,0.1089866624759955,0.1800362298316731,0.15762620286245146,0.09742415805844759,2.35,5.6,0.65,35.0,0
7783,tire,4,5,6.16,0.19432266532064088,0.18592348105183307,0.08575583940661304,0.15445358956903174,5.0,4.55,12.37,20.0,0
7784,tired,5,5,4.62,0.27740081670576033,0.20364002956500615,0.2756115234541158,0.18132755210722853,3.0,4.29,112.65,29.0,0
7785,tireless,8,7,11.05,0.559837415501994,0.0705005542029956,0.559837415501994,0.05585014789091925,2.38,4.95,0.67,48.0,1
7786,tiresome,8,7,8.42,0.371777340522018,0.05429400855031741,0.371777340522018,0.04907247250139274,2.08,3.86,1.45,56.0,1
7787,tiring,6,7,7.55,0.22098771000710216,0.11284241888125417,0.22098771000710216,0.12016443069848859,2.52,3.68,1.18,33.0,0
7788,tissue,6,5,4.76,0.7470928542090988,0.09548635820428412,0.7470928542090988,0.0658105928812882,4.93,5.3,10.73,45.0,0
7789,tit,3,4,10.32,0.09810024410869153,0.1310340163253083,0.49294906532141736,0.1379906738755924,4.64,5.76,3.35,20.0,0
7790,titan,5,6,11.22,0.20319123383905388,0.048826989970147436,0.3919543430025092,0.045426598051952385,3.76,5.71,1.45,38.0,0
7791,titanium,8,8,13.58,0.10685643901853853,0.041891197027764206,0.08338304702492243,0.028827160241716807,4.67,5.26,1.57,66.0,0
7792,title,5,5,6.32,0.19375038737144712,0.21914127481373172,0.27310077359913093,0.1334925525617872,3.32,5.71,18.57,35.0,0
7793,toad,4,4,6.11,0.37208066191293865,0.1744573380104043,0.29107899365784023,0.1366457965664824,5.0,6.0,5.69,27.0,0
7794,toast,5,5,4.67,0.40640706345113403,0.27033065638461845,0.4244033322437711,0.1682630379982373,4.93,6.73,33.47,35.0,0
7795,toaster,7,7,6.72,0.564002569656141,0.2571856248936964,0.09441871091704224,0.19561607690318492,4.9,5.8,3.88,34.0,1
7796,tobacco,7,7,7.39,0.39377172447081227,0.10724050293323711,0.5736394783797446,0.06087813541889931,4.88,3.37,6.98,68.0,0
7797,toe,3,3,3.0,0.3134974398546144,0.1363607412692498,0.20597088953110365,0.1644826008475848,4.93,5.24,12.69,20.0,0
7798,toffee,6,5,6.22,0.06133956838146673,0.0994067565508434,0.08377322829774675,0.2353064130513869,4.89,6.19,0.43,47.0,0
7799,toga,4,5,11.12,0.1792243761425493,0.19493177032929052,0.5451509188124379,0.06898856386604295,4.73,5.36,0.92,33.0,0
7800,togetherness,12,10,7.17,0.08566638611046624,0.05183128777198513,0.08117499095924505,0.03566344705812408,2.62,6.3,0.57,92.0,1
7801,toil,4,4,11.39,0.06429297061541446,0.12854337107508265,0.06409264299015585,0.1475762779218919,2.67,3.62,1.0,28.0,0
7802,toilet,6,6,3.54,0.6185669939616147,0.08456404180716101,0.6311457917685666,0.07456297128367215,4.97,3.71,28.9,38.0,0
7803,token,5,6,7.58,0.5075236007946049,0.19003264169718537,0.5075236007946049,0.17479363482072147,4.3,5.63,4.02,34.0,0
7804,tolerable,9,9,10.0,0.3781752778539011,0.13979384619080973,0.3781752778539011,0.09899402484945684,2.04,4.9,0.45,53.0,1
7805,tolerance,9,9,8.63,0.39886363606826514,0.19412987351366645,0.39886363606826514,0.21083375419575612,2.11,6.43,2.55,56.0,1
7806,tolerant,8,9,10.78,0.46625872161155313,0.06104619534248896,0.46625872161155313,0.19265811933714044,2.07,5.9,1.27,56.0,1
7807,tolerate,8,8,10.45,0.5645898205433744,0.21462393947489494,0.5530752659709524,0.22217728532136108,1.78,6.19,6.94,49.0,1
7808,toll,4,4,8.37,0.22918837081896726,0.08761329752203503,0.0778275424386625,0.07490991385325833,3.54,3.53,3.35,20.0,0
7809,tomahawk,8,8,8.29,0.324167664391617,0.14050189648284236,0.324167664391617,0.16559654482595415,4.83,4.86,0.43,71.0,0
7810,tomato,6,7,4.61,0.6419690906110264,0.14598970821731774,0.6904322665929017,0.16034537383370664,5.0,5.8,5.9,54.0,0
7811,tomb,4,4,11.05,0.44428725594315566,0.19377286456696347,0.477182340176797,0.131341328191783,4.73,3.58,5.63,32.0,0
7812,ton,3,4,7.42,0.1504079879775619,0.15896468214450835,0.32146536552035837,0.16783909748044437,4.17,5.0,7.49,20.0,0
7813,tone,4,4,7.67,0.16490396078186506,0.13988501840715228,0.21590638693091477,0.13729408195243734,3.07,5.47,16.86,20.0,0
7814,tongs,5,5,7.777639000000001,0.2307569461510191,0.18642837536608786,0.05317587619693787,0.19521610946787682,5.0,5.0,0.78,26.0,0
7815,tongue,6,4,4.47,0.5547208485036744,0.0995861393484442,0.5165763494284256,0.18339440241457008,4.93,6.29,31.16,38.0,0
7816,tool,4,4,5.37,0.46411754937154537,0.13664974797731616,0.6459586067812229,0.10341885099322301,4.6,5.07,10.75,26.0,0
7817,toot,4,4,5.53,0.20083469915397437,0.15444386545130367,0.32557608187815784,0.13283610293375722,3.57,4.74,1.57,20.0,0
7818,tooth,5,4,3.61,0.3782922241973175,0.18632238629871029,0.38791328746724446,0.2036227137425661,4.89,5.06,13.57,33.0,0
7819,toothless,9,7,6.47,0.08436286866816549,0.051190935169989626,0.19343563986982928,0.08481194096340293,4.26,2.52,0.55,57.0,1
7820,toots,5,5,5.67,0.4322182589907264,0.20176758848344928,0.10117863421167393,0.20661916334136796,3.16,5.2,3.29,27.0,0
7821,top,3,4,3.89,0.1697161981689889,0.13002916694905892,0.2587649386022883,0.1757474615763995,3.93,6.0,133.43,20.0,0
7822,topaz,5,6,11.19,0.055704188065373667,0.05752977406880275,0.07266617527179747,0.05505045609994408,4.37,5.55,1.0,40.0,0
7823,topic,5,6,7.84,0.4107989330893705,0.15014962599000523,0.464994019156881,0.21083713905289087,2.59,5.5,5.31,35.0,0
7824,topical,7,7,11.95,0.027861656531584504,0.06806988551557933,0.019024905216007016,0.06880066345856459,2.76,5.35,0.51,48.0,1
7825,topless,7,7,10.11,0.0763594242414506,0.08917356359972722,0.0926547817606203,0.06446922189047753,4.11,5.36,1.96,52.0,1
7826,topple,6,5,7.37,0.4934541903768991,0.07952145250331205,0.4934541903768991,0.19803779738039928,3.59,4.86,0.63,37.0,0
7827,torch,5,4,7.84,0.39929713363331953,0.060567004025357675,0.1950347331780086,0.10074237372111798,4.76,4.5,4.98,36.0,0
7828,tornado,7,7,6.21,0.5059481302464425,0.11367305234575642,0.03788537800456748,0.044668687105608736,4.53,3.63,2.55,55.0,0
7829,torpedo,7,7,8.35,0.6443204900899849,0.14585068421934008,0.6443204900899849,0.13276640684956217,4.96,3.71,6.39,55.0,0
7830,torque,6,4,13.29,0.4144203520143187,0.068296556082141,0.03371327029138106,0.06944936420565478,3.28,5.3,0.73,44.0,0
7831,torrent,7,7,13.35,0.4368939097135674,0.1256519262738097,0.6245024375449414,0.06702011008019579,3.31,4.86,0.41,48.0,0
7832,torrid,6,6,12.94,0.09869496528433798,0.08251671738257046,0.11505068559665692,0.06535582242929419,2.17,3.65,0.55,45.0,0
7833,torso,5,5,9.33,0.47194903842744196,0.0561613623789583,0.47194903842744196,0.07458660312616303,4.83,5.23,1.84,37.0,0
7834,tortoise,8,6,5.88,0.5337456994096892,0.06498772479765984,0.6261870241363208,0.05161146205357476,4.87,5.58,1.12,56.0,0
7835,torture,7,6,10.7,0.5560663882260759,0.1583357353215124,0.08975944799470167,0.22025954091340985,3.59,1.4,15.92,43.0,0
7836,toss,4,4,4.11,0.47428353808951007,0.1062038875424403,0.487071249423516,0.16041777268277524,3.96,5.0,12.39,20.0,0
7837,tot,3,4,7.0,0.08022342137842592,0.13769016633010092,0.3097034391660943,0.12176266067196981,4.22,6.36,1.06,20.0,0
7838,total,5,5,6.83,0.3152632373428276,0.04485826403674096,0.31609085419498395,0.16488863725696973,2.8,5.32,37.65,38.0,0
7839,tote,4,4,10.74,0.08636225380356559,0.10183881937269715,0.12006090977935717,0.08899848035217213,4.38,5.45,1.08,20.0,0
7840,totem,5,6,8.19,0.46500995612697954,0.04482299619529061,0.3443472570976983,0.05037521255589464,4.0,5.32,0.86,37.0,0
7841,touch,5,4,5.16,0.5339312619004787,0.2194651605062974,0.544122357771156,0.23006728589808395,3.86,6.64,147.73,32.0,0
7842,touchy,6,5,9.95,0.1370442593536453,0.08477559948975896,0.12492019763920578,0.1578306897883606,2.44,4.29,3.14,37.0,1
7843,tough,5,4,5.47,0.5171408593680185,0.23697858595932478,0.5141228435267341,0.19240333736014975,2.5,4.45,90.51,29.0,0
7844,toughen,7,5,8.42,0.29907471057775964,0.12475735085729545,0.29907471057775964,0.24364912036209874,2.41,5.37,0.59,43.0,1
7845,toupee,6,5,9.63,0.34732339169733495,0.08802700717051476,0.34732339169733495,0.09570238483087175,4.65,4.0,1.25,39.0,0
7846,tour,4,4,7.17,0.31396478879961703,0.1433076585105362,0.17545913571920718,0.13713400884907764,3.38,6.0,30.8,27.0,0
7847,tourism,7,8,9.53,0.07053408342477491,0.15318181612221832,0.03359468755975265,0.028141265371806924,3.0,5.35,0.65,51.0,1
7848,tourist,7,7,8.758083,0.6589732409719831,0.2142278141464693,0.6650062991785035,0.0555077699050146,4.59,5.71,4.65,48.0,1
7849,tournament,10,9,7.83,0.7735827731448224,0.04704830292319059,0.7735827731448224,0.04228690534877621,4.11,6.24,9.1,73.0,0
7850,tow,3,3,8.63,0.19831765610471286,0.12676066191284852,0.21828149744846714,0.15424629323038858,3.79,5.38,5.78,20.0,0
7851,towel,5,5,3.22,0.6010445437838816,0.185434486029842,0.6110506254971624,0.17057355934651752,4.86,6.14,14.16,32.0,0
7852,tower,5,5,6.33,0.5446991632294266,0.1484634487409343,0.0443889195290954,0.17719644067076076,4.76,5.24,22.84,29.0,0
7853,towering,8,7,9.67,0.1234745009161294,0.10134873664799007,0.09290783956688875,0.1267671104903219,2.93,4.35,0.63,41.0,0
7854,town,4,4,5.11,0.45735508831633653,0.23498408823240582,0.48567859810787056,0.16712455347281727,4.64,5.59,247.92,30.0,0
7855,township,8,7,11.5,0.6853239612799003,0.08058778104288362,0.6853239612799003,0.03131916533928353,3.15,5.35,0.49,62.0,1
7856,toy,3,3,3.0,0.5674146644966661,0.1433369420355924,0.33959873788067396,0.18825050780893504,4.93,7.29,16.84,20.0,0
7857,trace,5,5,6.84,0.4985146899337317,0.19666986023235764,0.5374417742998223,0.11520346394282846,3.66,4.74,19.39,27.0,0
7858,traceable,9,8,10.26,0.3105126822401278,0.03260901117250869,0.019602260403846564,0.057060331139761764,2.14,4.63,0.47,58.0,1
7859,trachea,7,7,12.05,0.6395104871274865,0.0956927684350274,0.13051273585608966,0.0546791987219418,4.48,4.73,0.69,44.0,0
7860,track,5,5,6.94,0.5105175625927048,0.18917844539329873,0.24538875052795897,0.1953872742179432,4.31,5.78,55.75,28.0,0
7861,tracker,7,7,9.61,0.4040092825944616,0.15872635493389728,0.0505109859539062,0.06290772099022018,3.89,4.87,1.63,32.0,1
7862,tract,5,6,13.67,0.037504334308003255,0.12213335561504814,0.04529077095518215,0.09647527397090506,3.46,4.05,1.43,34.0,0
7863,traction,8,7,11.05,0.09084698013094299,0.04691162422561622,0.08281965808300523,0.045688233319875204,3.59,5.27,1.88,43.0,1
7864,tractor,7,8,5.5,0.20972906810566003,0.0798802454530465,0.20433722680098867,0.0806211306283069,5.0,5.05,3.73,38.0,1
7865,trade,5,5,6.42,0.37971830544635926,0.2414353719759194,0.31072728438376984,0.10309260661486964,3.08,5.91,35.2,33.0,0
7866,tradition,9,8,8.05,0.4677787734774539,0.14567156059439834,0.4250586670481029,0.05328183440643843,1.69,6.09,13.67,51.0,0
7867,traditional,11,10,10.0,0.4715574945292035,0.12138155336418913,0.08017639985109282,0.06902313972894208,1.76,5.95,8.14,67.0,1
7868,traffic,7,7,6.22,0.15622164054922658,0.033826994114768555,0.15622164054922658,0.05652605241352153,4.67,2.18,28.51,56.0,0
7869,trafficking,11,9,14.61,0.0912436789648397,0.03237988240219929,0.08365460359307222,0.14693574025902922,2.54,2.55,1.04,76.0,0
7870,tragedy,7,8,10.21,0.058199266789190816,0.038187621600611184,0.6528673158540682,0.06001319522482106,2.07,2.11,14.18,56.0,0
7871,tragic,6,7,8.37,0.525688880386218,0.061734852895697995,0.525688880386218,0.07704920517842624,2.0,3.52,12.24,51.0,0
7872,trail,5,5,5.61,0.2525956491180979,0.21166359456590397,0.25510219492840924,0.1698293114317881,4.46,6.15,19.2,32.0,0
7873,trailer,7,7,6.37,0.7276038850114335,0.08221312383088043,0.085223767041844,0.16366915713609073,4.79,4.44,11.35,36.0,1
7874,train,5,5,4.0,0.21609500982407534,0.163577593349318,0.25309439038378734,0.1514339382965007,4.79,6.36,95.06,28.0,0
7875,trainee,7,6,11.79,0.627010521366776,0.09231479789262861,0.627010521366776,0.04664625488868513,3.89,5.45,1.33,37.0,1
7876,trainer,7,7,10.0,0.42131344521490366,0.20931464549913675,0.1396278015826912,0.17154919932815396,4.31,5.16,5.57,33.0,1
7877,training,8,7,8.5,0.05876476247396595,0.14378168770440491,0.33017845967477255,0.05886291531538335,3.3,5.19,35.14,35.0,0
7878,trait,5,4,10.65,0.171369421655194,0.15007582024558444,0.0741305810653668,0.11052517352472668,2.72,5.44,1.08,33.0,0
7879,traitor,7,7,9.44,0.5689780841817448,0.11131064919839838,0.1352420590362901,0.14434249799402973,3.69,2.39,10.59,46.0,1
7880,tramp,5,6,8.42,0.2490016661765192,0.17063188616333183,0.24892726108948154,0.18384398358731807,3.9,3.3,8.29,30.0,0
7881,trample,7,7,9.21,0.4412215494808974,0.0852487592657114,0.4412215494808974,0.2150487422056838,3.28,3.73,0.8,41.0,0
7882,trampoline,10,10,6.79,0.11128443930818491,0.021792216859582294,0.05212764945862895,0.025388937369180967,5.0,6.23,0.67,76.0,0
7883,trance,6,6,9.95,0.15108066427095282,0.1454652967793783,0.29758914710590073,0.05103243774078193,3.0,5.24,5.25,35.0,0
7884,tranquil,8,9,13.42,0.2722937678662919,0.05317283804837568,0.1785049508332054,0.026693010429582845,1.9,7.11,0.82,72.0,0
7885,transaction,11,10,11.2,0.7295369944837162,0.23245331180784565,0.7295369944837162,0.13092030686743392,2.9,5.26,2.94,61.0,1
7886,transatlantic,13,15,11.59,0.055033920239771016,0.025100567726749144,0.11313091600188915,0.013465395031464386,2.88,5.0,0.63,102.0,1
7887,transcend,9,9,13.95,0.4395605324433093,0.07848242816983579,0.4653161697316012,0.19459650345197627,1.93,5.75,0.47,56.0,0
7888,transform,9,9,8.17,0.5306088337902909,0.17241363799159454,0.5279088428118299,0.29852405619122463,2.41,6.05,2.2,54.0,1
7889,transformer,11,11,10.11,0.5638784131976762,0.18823098699832536,0.058810050680853196,0.15588602740628973,3.75,6.14,0.53,61.0,1
7890,transgression,13,11,12.17,0.5233088086359329,0.20165947748508253,0.5233088086359329,0.21280683011345822,2.48,3.9,0.49,75.0,1
7891,transit,7,8,11.2,0.10079984172404499,0.08817915378729718,0.059979454648174925,0.022477225451411325,3.61,4.52,3.18,46.0,0
7892,transition,10,9,10.39,0.4738024463938982,0.13696634589644346,0.6092795111618471,0.14917976832920146,2.19,5.43,3.12,50.0,1
7893,transitional,12,11,12.21,0.07307775696583009,0.10516693012901872,0.053827032663055815,0.035940715501312386,1.87,4.79,0.45,69.0,1
7894,translate,9,9,10.0,0.653071385550069,0.10247035843211798,0.6110422259783083,0.3461726931607743,2.69,5.67,4.82,54.0,0
7895,transmit,8,9,9.78,0.46971429872508313,0.1480984828932197,0.4819797701318295,0.2689568913141697,3.31,4.24,2.86,52.0,0
7896,transporter,11,11,10.72,0.5526091669776575,0.2250084547844274,0.07031115610250464,0.1805416706382742,3.96,4.84,1.61,56.0,1
7897,transvestite,12,12,13.94,0.5677732248444811,0.14135197006302813,0.5677732248444811,0.06364064001801706,3.85,4.22,1.63,92.0,1
7898,trap,4,5,6.44,0.37276802982553303,0.17032152114438717,0.48487934751600115,0.20399329315493733,4.3,3.24,23.84,26.0,0
7899,trapeze,7,7,9.28,0.4229864075543478,0.04269596137835807,0.4229864075543478,0.0682255282220819,4.55,5.57,1.35,58.0,0
7900,trash,5,5,4.47,0.3097663885959085,0.16169858514197655,0.3250516070436607,0.1447417125071916,4.7,2.74,22.47,34.0,0
7901,trashy,6,6,7.89,0.017897156598788832,0.09832454841976386,0.1316804899933217,0.06573549354537349,2.81,2.75,1.06,39.0,1
7902,trauma,6,6,9.72,0.49615666924893875,0.07062084615791156,0.45007175033558355,0.06399297439997821,2.72,2.89,17.04,49.0,0
7903,traumatic,9,9,10.53,0.5533099297174013,0.08236545667181537,0.10198419183700287,0.04206893519432978,2.37,2.22,2.71,61.0,0
7904,travel,6,6,5.9,0.5894785884309565,0.05792521305671391,0.5728452226020354,0.23553261816758136,3.67,7.89,33.37,37.0,0
7905,travesty,8,9,12.11,0.15498063960386302,0.040246901011196184,0.060544525105206096,0.02116712568554453,2.07,2.85,0.9,58.0,0
7906,tray,4,4,6.05,0.1274739913559316,0.1358576785053259,0.06875234123735871,0.13486510274290373,4.74,5.14,8.04,21.0,0
7907,treachery,9,8,12.4,0.17390449718171663,0.05260349472983288,0.4538307847410872,0.20234510877109432,1.69,2.7,1.88,53.0,1
7908,tread,5,5,8.75,0.37436709886711245,0.157965031356145,0.38949699853732467,0.15444374024285543,3.57,4.72,2.27,30.0,0
7909,treason,7,6,11.37,0.4642998733485189,0.11859660223326778,0.472070195946713,0.04886785448188307,2.03,3.05,5.08,49.0,0
7910,treasure,8,7,6.06,0.46595447664949696,0.16304879273644324,0.12419052461943399,0.07553041400207398,4.32,7.65,19.06,46.0,0
7911,treasured,9,7,8.47,0.07370552552089883,0.1329629090531335,0.02531977157432984,0.08473379117691232,2.52,7.14,0.59,49.0,0
7912,treat,5,5,4.61,0.5195236361298233,0.21339471686985617,0.523097309024251,0.18900505635332732,3.79,6.84,51.88,33.0,0
7913,treatable,9,8,9.68,0.5507964671407064,0.09255093729437555,0.04256453132003987,0.05154289216383383,2.55,6.16,0.57,53.0,1
7914,treatment,9,9,8.11,0.5842160461495015,0.07553801115584134,0.6252406308732599,0.07139515768261782,2.93,5.0,19.31,58.0,1
7915,treaty,6,6,9.84,0.22330235068674892,0.041374167643798566,0.10966133807082933,0.19268529253202202,3.07,5.42,4.69,38.0,0
